TIME, NECK_x,NECK_y,NECK_z,SHOULDER_LEFT_x, SHOULDER_LEFT_y, SHOULDER_LEFT_z,ELBOW_LEFT_x, ELBOW_LEFT_y, ELBOW_LEFT_z, WRIST_LEFT_x, WRIST_LEFT_y, WRIST_LEFT_z, HAND_LEFT_x, HAND_LEFT_y, HAND_LEFT_z,SHOULDER_RIGHT_x, SHOULDER_RIGHT_y, SHOULDER_RIGHT_z,ELBOW_RIGHT_x, ELBOW_RIGHT_y, ELBOW_RIGHT_z, WRIST_RIGHTT_x, WRIST_RIGHT_y, WRIST_RIGHT_z, HAND_RIGHT_x, HAND_RIGHT_y, HAND_RIGHT_z
15:40:36:1774195242,39.904018,-218.805283,605.228394,119.216278,-163.068542,481.094116,131.524628,2.577707,316.918182,-26.214167,65.554688,219.065094,-78.431442,82.859810,159.092911,-51.596268,-158.622879,703.977051,-241.800491,-18.562571,732.833679,-384.791168,30.313171,604.122314,-456.153687,-20.076706,610.920532
15:40:37:1774195370,44.197212,-223.462219,594.237061,123.047470,-167.648987,462.379089,152.743973,4.160896,294.029419,-12.544573,76.062965,199.742401,-80.008026,77.477234,148.956512,-46.787907,-160.497787,699.127686,-245.289261,-17.804071,734.077881,-390.241577,33.243111,596.900879,-458.742615,-25.260120,609.306763
15:40:37:1774195513,83.435043,-227.909073,597.313416,154.576736,-173.676315,451.059906,158.134232,-11.416062,252.800400,-16.631544,60.743675,150.356201,-102.143974,85.913208,145.341400,-0.932887,-173.498184,721.815247,-216.495743,-28.415621,747.094482,-378.089203,25.564964,611.459717,-462.843445,-19.762953,613.226440
15:40:37:1774195640,188.880127,-245.549438,567.714966,235.052353,-201.929153,452.026306,239.847885,-36.656185,349.013214,100.871399,48.688576,337.387512,46.183781,80.088020,312.262878,150.912415,-188.335541,669.720764,70.055260,-35.277592,766.853394,-68.404434,26.038170,699.892639,-137.678268,46.836792,689.374939
15:40:37:1774195770,253.958878,-242.016449,600.103699,279.123962,-175.182220,452.844574,200.014175,12.158379,323.995361,25.055126,101.234261,276.225372,-39.811337,131.701172,232.621414,204.810272,-174.828445,728.033081,15.930682,-26.984825,779.389099,-178.948410,2.433019,724.397522,-263.676849,-22.480991,705.455750
15:40:37:1774195913,228.134293,-246.330582,603.283813,265.826599,-181.391708,456.006744,198.157196,11.731312,322.852386,20.995304,105.585442,280.500549,-40.061363,132.882950,227.923767,188.293594,-182.355103,738.136963,-0.276893,-30.802980,796.063843,-193.932800,-2.394719,727.152771,-282.773743,-18.998592,712.249878
15:40:37:1774196042,206.099594,-238.143005,599.677734,246.434509,-177.146378,456.033691,188.282272,12.477204,324.662048,19.328876,112.039307,287.092255,-37.500340,134.300720,230.994431,172.300064,-173.460831,731.156433,-13.175443,-29.457510,791.330688,-201.312485,-1.982447,722.521423,-288.729675,-18.719688,715.804749
15:40:38:1774196440,214.722229,-243.443375,590.291443,254.059021,-172.388626,454.899597,212.047180,12.998402,318.657715,32.290028,88.165321,294.851715,-24.326880,123.561005,248.131104,156.689835,-184.943726,713.388916,2.099350,-26.636824,801.848022,-163.137421,15.157000,699.568237,-247.300293,-9.659527,699.637878
15:40:38:1774196585,205.968567,-237.109085,592.709045,242.652573,-163.198822,450.333466,213.251785,33.263416,309.269440,21.144539,102.653610,299.475067,-24.371040,127.180290,232.136871,163.243927,-186.907593,731.323303,22.584305,-17.449335,845.896301,-141.431763,20.369339,725.273010,-230.570755,4.432242,712.771973
15:40:38:1774196713,208.283691,-235.279419,583.936768,230.479691,-157.128983,439.026917,188.196213,41.917488,299.353973,-6.455869,112.702332,302.763611,-36.938751,129.704712,224.162155,165.485626,-191.223206,726.202087,7.025257,-38.684502,848.123779,-156.727005,-6.731611,720.966248,-244.950897,-25.812958,700.293213
15:40:38:1774196841,210.513306,-234.081055,577.402710,232.650269,-142.320953,435.578522,186.323166,68.307861,305.541443,-14.707386,133.591599,306.245209,-33.978275,129.112106,220.751770,166.473190,-191.774323,723.898621,21.333099,-29.143452,859.280579,-150.680969,7.348969,737.241882,-237.168747,-16.113621,707.294617
15:40:38:1774196970,206.421036,-229.214203,568.097778,228.271210,-139.263626,425.372070,184.431396,73.036682,296.435059,-16.713917,138.725632,302.805664,-39.508686,129.585083,218.417130,159.894821,-188.768921,714.354919,20.868212,-24.294436,854.596680,-151.293121,22.632853,735.789551,-236.116684,-8.516085,707.682495
15:40:38:1774197113,197.664490,-226.462677,562.251404,214.897476,-135.444229,419.167755,163.903412,77.348709,292.183685,-37.304955,144.037918,304.680359,-62.014454,137.064301,220.344696,150.270508,-189.825226,708.920898,-11.085778,-36.721958,839.206848,-176.911789,9.433475,710.332581,-264.797760,-19.227720,688.779846
15:40:38:1774197241,198.814880,-226.554245,553.462769,214.424118,-131.251480,408.929688,150.007324,90.457413,293.112335,-54.644093,159.078293,313.305145,-81.385361,153.555862,227.541626,152.705246,-189.672653,704.089417,-9.718746,-18.365950,820.445801,-174.737030,25.846138,682.567383,-267.342560,-1.355700,691.282166
15:40:39:1774197370,207.934067,-214.599304,546.843079,216.342407,-118.819344,411.925720,141.562668,90.507790,306.895599,-56.311817,147.750763,318.981232,-79.940674,155.605621,237.012894,156.164551,-182.379608,688.866272,-2.821103,-29.307007,807.365662,-170.486481,14.279876,690.530701,-260.532196,-5.607088,692.622925
15:40:39:1774197513,210.152405,-217.013336,549.988342,220.671005,-115.523720,407.632324,151.485535,106.840828,292.570343,-60.229630,150.741959,320.484436,-86.861786,157.938934,234.278656,155.538422,-180.431366,699.455505,2.725825,-18.995598,843.107178,-171.181030,22.293064,713.521545,-263.289337,-2.715193,693.812805
15:40:39:1774197641,214.102829,-215.908447,550.271118,223.091019,-113.245255,405.785156,150.409195,111.785957,289.388763,-65.069870,152.618179,318.349854,-92.556679,158.893173,230.941666,155.925827,-180.295807,701.349426,4.042834,-16.088814,849.979370,-175.182693,31.461473,724.276550,-264.513550,1.495590,694.258667
15:40:39:1774197770,214.552292,-215.208023,551.702209,222.733871,-111.831589,409.081635,149.520691,111.317039,294.010040,-64.814148,152.052704,318.148224,-92.734055,159.044891,231.681915,155.505447,-179.039780,701.126160,5.802542,-16.793728,850.373230,-176.514832,31.939812,732.923401,-263.136444,3.349053,696.767212
15:40:39:1774197913,218.640701,-221.218216,559.251160,224.454956,-120.319008,411.592621,151.441574,104.951996,293.486176,-65.502419,148.448029,312.805023,-95.073174,158.814011,226.081985,155.953903,-178.011627,707.585815,4.174307,-6.535515,849.926086,-184.329056,39.704605,736.282043,-268.013000,4.814604,695.820068
15:40:39:1774198040,216.894012,-218.365906,553.963013,222.869705,-116.857216,410.093658,151.134537,104.669434,292.745514,-62.758953,146.864212,311.834564,-95.353218,159.110519,227.911224,157.121445,-177.965164,701.743164,12.616158,-12.486204,851.150208,-175.397720,34.897884,743.814270,-260.680054,5.938383,705.616455
15:40:39:1774198186,221.119705,-215.932098,554.051697,225.256851,-114.006668,407.564026,151.215317,109.586792,287.630554,-66.696762,146.309982,307.073029,-98.225342,158.971420,221.468475,157.179413,-175.453278,702.679993,10.791421,-8.145436,854.690552,-180.606140,39.253407,747.050415,-263.239197,7.831249,702.123779
15:40:39:1774198312,220.229874,-218.863846,555.365784,225.182526,-115.216797,407.982025,151.424500,110.716324,287.497467,-68.179993,149.625595,304.137329,-100.181030,158.883774,217.468872,157.047821,-175.540421,705.353394,11.667207,-3.196031,856.602905,-182.438705,43.980812,749.885986,-264.073212,9.810518,703.378052
15:40:40:1774198441,222.803146,-212.157745,550.926758,224.702103,-107.698578,404.502197,147.774307,116.948631,284.069824,-71.966393,152.486099,303.756073,-101.834114,160.604523,216.295639,159.883560,-171.617447,701.598083,12.047633,-7.166088,858.748108,-183.447815,39.633270,754.824829,-264.832062,9.472896,705.371338
15:40:40:1774198586,223.661514,-214.333374,557.911865,229.768631,-110.434799,409.059479,152.871155,116.592094,287.833771,-69.391235,152.767929,298.606537,-104.395576,160.517273,212.147446,154.764679,-167.078262,706.311523,4.214048,11.427119,849.056824,-192.520340,58.995529,743.448669,-271.339050,14.738079,698.892944
15:40:40:1774198712,224.683228,-214.269608,557.829895,230.810593,-108.160095,411.196106,154.580780,118.416382,290.818024,-66.611557,156.906998,298.403442,-103.958832,160.304886,213.009750,157.973358,-172.124268,707.794434,9.295300,0.640377,857.535034,-186.414185,50.785175,752.968445,-267.481506,15.045782,705.691284
15:40:40:1774198843,223.503555,-214.358154,556.845215,230.157791,-107.988304,410.426453,154.992844,119.133141,290.370941,-66.070480,158.454010,297.853394,-103.494225,161.736893,212.482635,156.981125,-172.604645,706.991455,9.577006,-0.350744,858.597656,-186.138000,51.703445,754.949280,-267.363800,16.618420,707.441956
15:40:40:1774198986,223.204498,-216.147568,557.732239,225.151093,-114.347954,411.254120,149.409149,108.321899,291.350159,-67.510056,151.959305,303.104614,-100.474670,162.777969,217.905975,159.893982,-173.275101,706.252441,13.708204,-3.716096,855.373779,-181.934799,46.452160,757.628357,-264.236572,16.085243,711.638245
15:40:40:1774199113,221.753006,-215.153244,555.990112,223.636566,-113.115425,410.481628,144.453522,108.560181,292.225159,-72.095734,149.288925,310.442261,-96.825417,163.032990,223.118103,161.313751,-175.194107,705.862183,16.349449,-6.783769,856.422668,-176.998047,45.223091,756.214111,-261.464661,15.400458,714.447449
15:40:40:1774199240,221.425354,-216.448837,555.549500,223.631790,-113.775024,411.976257,141.780243,106.767365,297.473602,-73.071930,148.174698,315.979004,-94.578094,163.226349,228.674149,162.566193,-177.989746,705.197205,17.503559,-10.059298,852.913635,-173.980240,44.127228,753.692810,-259.597015,14.676768,715.773865
15:40:41:1774199386,221.808975,-215.442032,556.143188,223.602097,-113.078407,411.741913,141.113007,108.106186,296.958099,-74.583694,147.487228,318.443329,-97.104805,164.286377,231.398590,162.828217,-177.572266,706.360840,16.656294,-10.111928,855.105469,-174.648270,43.650124,753.683716,-260.352448,14.516899,714.886597
15:40:41:1774199513,225.822708,-216.774292,558.568909,225.979660,-115.661041,415.367645,139.941238,102.698074,304.567230,-73.682755,143.045151,318.276367,-96.857849,164.731079,233.591293,163.164444,-177.640671,705.058228,13.632521,-8.016959,842.174561,-177.274078,45.291740,745.361145,-262.883545,13.604589,711.464417
15:40:41:1774199641,224.983032,-216.598984,557.335876,226.584427,-114.847740,414.612946,141.035294,104.231636,304.899170,-72.797310,143.737488,317.545807,-96.174728,165.411621,232.919449,161.172897,-177.506744,703.386536,10.530665,-5.640239,836.401184,-179.040588,47.191135,736.774780,-265.105927,14.426684,705.150635
15:40:41:1774199785,223.651855,-214.519958,557.727417,226.090485,-111.022453,410.722565,141.667450,113.722107,295.102325,-78.569336,146.891602,315.461761,-100.974403,166.110931,227.426651,157.229782,-173.394928,706.919861,4.131868,0.343770,848.670898,-187.061920,52.581654,739.083191,-270.600647,15.469011,698.597107
