TIME, NECK_x,NECK_y,NECK_z,SHOULDER_LEFT_x, SHOULDER_LEFT_y, SHOULDER_LEFT_z,ELBOW_LEFT_x, ELBOW_LEFT_y, ELBOW_LEFT_z, WRIST_LEFT_x, WRIST_LEFT_y, WRIST_LEFT_z, HAND_LEFT_x, HAND_LEFT_y, HAND_LEFT_z,SHOULDER_RIGHT_x, SHOULDER_RIGHT_y, SHOULDER_RIGHT_z,ELBOW_RIGHT_x, ELBOW_RIGHT_y, ELBOW_RIGHT_z, WRIST_RIGHTT_x, WRIST_RIGHT_y, WRIST_RIGHT_z, HAND_RIGHT_x, HAND_RIGHT_y, HAND_RIGHT_zPELVIS_x, PELVIS_y, PELVIS_zANKLE_LEFT_x, ANKLE_LEFT_y, ANKLE_LEFT_zANKLE_RIGHT_x, ANKLE_RIGHT_y, ANKLE_RIGHT_z
03:00:34:-1183974689,112.231094,-227.340881,640.379639,164.668655,-171.966721,500.903656,79.246605,4.118413,367.217377,-99.984863,77.632820,322.011963,-113.487564,106.822090,245.943039,21.865263,-164.153198,740.469299,-145.771973,8.979693,724.870544,-273.338318,59.650074,577.427856,-359.893219,79.889656,574.945251,91.056175,230.407471,604.191589,12.825340,812.953186,390.072052,-92.358810,827.940125,583.676819
03:00:34:-1183974560,125.995262,-218.983200,659.313477,185.703857,-172.005661,525.644409,98.718010,-9.228542,387.093079,-79.800224,60.370506,358.716583,-112.009995,83.356842,288.709656,42.377041,-167.856689,764.303833,-132.379944,-10.602370,759.328552,-248.869858,40.412842,609.991882,-324.314453,72.364357,581.985474,135.750702,228.040176,631.366699,46.867516,768.512390,409.473999,-53.653374,782.674805,593.176880
03:00:34:-1183974434,144.063309,-224.590469,698.538391,199.848068,-170.045502,567.774353,102.340317,-27.496010,420.273529,-59.792080,40.778854,346.858032,-113.797325,14.040609,295.555481,56.646408,-166.526062,794.516418,-114.851578,-12.702033,772.573120,-233.054077,36.127964,627.977722,-304.260864,69.958885,595.628845,153.128937,215.183701,672.407776,75.686409,748.636719,435.226105,-23.104929,770.586365,628.436707
03:00:34:-1183974289,152.176804,-222.295944,734.698608,210.511841,-160.285507,600.113159,105.756561,-27.583212,433.626831,-47.467731,37.672722,324.426178,-119.797035,10.918344,294.612885,58.304569,-168.141357,835.757996,-126.377434,-22.330389,780.229370,-230.312134,13.193484,611.093628,-303.734375,60.155113,592.952026,143.020416,235.190018,695.475464,57.416351,770.322815,432.015320,-43.551250,786.950562,643.769287
03:00:34:-1183974160,164.493179,-227.246353,787.997803,231.642166,-162.468033,656.105591,147.929947,-36.614151,471.360382,-6.462306,8.687183,351.994781,-85.727119,-12.333778,338.084442,61.068089,-167.559845,879.068481,-154.385406,-54.736027,881.216797,-331.248749,-36.051365,783.594116,-416.721252,-23.168707,760.162231,163.194626,230.865631,723.789246,100.869339,786.716431,440.858978,-17.599977,809.677734,637.488525
03:00:34:-1183974033,160.230515,-223.072052,829.951721,253.717514,-171.791595,711.483093,196.786255,-20.707802,539.176453,16.566008,7.727949,461.784454,37.809517,7.117645,382.295959,45.154808,-162.331955,900.912109,-170.741806,-57.174309,886.172485,-341.061371,-36.863186,781.976257,-425.920898,-30.656050,757.297119,163.290344,226.613434,740.236450,137.062012,780.667542,453.849426,-3.109373,799.821899,615.914062
03:00:35:-1183973890,155.376556,-217.561508,864.065796,257.440399,-169.787842,747.194336,218.135315,4.295766,586.591064,50.301090,59.330704,489.590576,60.500294,24.372459,414.271149,37.980282,-152.469315,932.224854,-180.525208,-49.541653,893.412659,-347.428986,-27.689651,778.059143,-433.255127,-28.674500,750.724854,152.336273,232.714188,743.609802,142.780716,778.367371,431.638977,-1.323603,807.602417,586.557373
03:00:35:-1183973760,146.983505,-213.791214,880.654602,256.464691,-157.085922,773.988403,244.202301,60.693874,670.453979,82.033035,133.609390,573.234070,88.967064,92.619080,500.088379,26.117868,-153.193680,949.675598,-191.234650,-49.632713,899.103577,-353.059875,-24.597717,775.412964,-438.967987,-28.319366,746.911438,138.649277,244.777084,787.300171,120.505882,784.855469,467.566803,-24.026796,804.422363,627.683289
03:00:35:-1183973634,147.492233,-216.013794,900.967590,251.177872,-167.266403,784.173706,274.395355,15.399903,624.974182,144.260223,110.514275,499.449371,71.903679,77.784714,469.657379,23.528627,-150.793472,962.787048,-195.624054,-49.595631,905.824463,-354.717896,-23.239485,776.224060,-440.433472,-28.698883,745.183228,131.551529,243.339111,793.555359,105.451584,785.223938,470.527466,-47.582760,807.235474,630.166870
03:00:35:-1183973490,138.468933,-205.528900,915.155212,245.785202,-165.703903,801.983154,274.729065,-7.790118,623.231262,151.699722,74.032867,485.995178,71.340172,65.253151,464.212158,16.808167,-139.801971,974.446350,-201.070755,-49.649506,908.620972,-355.917938,-23.283939,778.128601,-439.881683,-28.303583,745.711121,134.959595,247.040771,805.657715,106.461426,767.012817,475.797241,-49.664230,795.347839,630.014709
03:00:35:-1183973361,129.540390,-201.406342,929.264954,241.120071,-169.220566,820.023682,279.033386,-26.221544,633.486328,153.098526,45.527451,495.930023,76.795120,52.432381,464.109619,9.900443,-131.574646,983.017212,-205.907608,-46.651020,911.867859,-355.947845,-23.198406,778.135071,-439.029358,-27.390373,745.594727,149.684952,243.722519,811.968689,128.161148,742.055542,473.498840,-26.071869,780.881775,622.406738
03:00:35:-1183973234,131.652359,-201.677917,944.186462,249.375702,-165.635986,838.512085,235.490234,54.530533,740.169067,89.782242,127.448708,619.556824,55.067207,85.884514,555.131104,7.541969,-133.491043,995.649719,-205.072632,-42.886055,911.083252,-359.015320,-22.254450,776.851440,-442.781708,-28.038025,742.767578,148.795670,247.357208,815.288757,136.449890,752.125000,465.510468,-11.243656,787.812988,633.458435
03:00:35:-1183973089,131.555878,-202.458771,945.430786,249.779694,-167.428284,839.603699,271.339111,31.891705,703.896790,133.302704,120.525703,583.993103,76.877991,78.301086,537.627380,7.176816,-134.008118,996.927673,-205.870651,-43.148087,912.054077,-360.096069,-22.535702,777.411987,-444.062469,-28.551516,743.298340,148.863327,247.517624,815.882629,139.169571,751.593018,464.076141,-9.932786,789.526062,629.345276
03:00:35:-1183972960,128.230591,-199.475815,950.663391,250.398727,-164.892334,848.394531,255.011642,62.085880,762.467407,115.589302,174.662994,665.533997,84.238152,112.897949,616.987366,4.049852,-129.751923,1000.964172,-208.487900,-40.333992,911.484436,-361.343414,-21.276884,774.233459,-446.707184,-28.810825,743.398804,157.068832,251.138336,825.160339,156.435608,742.475342,466.485962,-0.917152,782.662292,625.039856
03:00:36:-1183972834,130.180191,-200.253891,953.844666,249.313934,-163.387604,847.756287,256.089661,65.414474,764.281067,117.066277,190.911560,682.173889,87.543365,140.234268,620.787476,5.017273,-129.897995,1003.095886,-208.050934,-40.990791,911.830872,-361.922058,-21.143536,774.667358,-446.897034,-29.080965,741.914124,156.143219,251.679993,825.985046,160.457642,743.696289,463.734344,1.730062,785.030151,622.363342
03:00:36:-1183972689,129.889313,-201.953827,955.808899,252.362854,-159.970596,852.961914,253.868256,68.162811,763.755676,124.780830,206.891907,684.003235,90.612221,160.191681,621.254211,4.592628,-130.313995,1005.837769,-209.353439,-40.428497,913.944031,-361.562622,-20.015724,773.365234,-447.972015,-26.723824,742.785889,158.957016,252.141571,828.534180,168.856537,741.038879,461.289001,6.574363,786.098145,612.986267
03:00:36:-1183972561,129.631760,-202.413406,956.788025,249.491928,-155.839508,853.634827,260.270721,72.172745,767.598877,139.695053,219.503769,692.267517,99.962463,176.886810,630.375488,3.921583,-130.963455,1004.180176,-209.253311,-41.312576,913.075439,-361.133606,-19.686794,773.603455,-447.108307,-26.799362,743.033936,167.321838,249.420441,833.833923,183.279999,736.984192,461.916779,21.431744,783.714478,616.029724
03:00:36:-1183972434,129.371460,-201.839020,956.186646,251.178299,-153.724258,854.439209,259.761566,72.743240,760.707764,148.722977,225.417404,678.666382,98.644569,180.678162,625.811523,3.036141,-131.347580,1005.586487,-210.892441,-40.384403,913.910889,-361.981323,-19.046118,771.903564,-448.813202,-27.723755,742.721619,166.553619,254.694046,839.812988,188.404587,741.968262,466.371338,24.682716,789.196594,621.264038
03:00:36:-1183972290,129.799881,-201.515915,956.298767,251.388229,-153.016479,854.428833,258.790802,72.621971,758.533997,147.585510,224.966690,676.036438,96.953720,179.894562,623.978699,3.315046,-131.224777,1005.675293,-210.606827,-40.298969,913.853638,-361.554291,-18.962837,771.653748,-448.145325,-28.061422,741.851074,166.633423,255.169724,840.160278,189.460541,743.119141,468.064178,25.744602,790.198669,622.964600
03:00:36:-1183972161,129.766281,-201.462189,956.306213,251.350082,-152.970779,854.437500,258.765564,72.656601,758.543701,147.584976,225.012741,676.055237,96.945511,179.950562,624.002136,3.295712,-131.162781,1005.687744,-210.613281,-40.215218,913.885742,-361.561798,-18.856169,771.703125,-448.153015,-27.947304,741.910461,166.624802,255.201019,840.173950,189.482452,743.136108,468.119507,25.784269,790.219971,623.016479
03:00:36:-1183972034,129.821030,-200.012527,955.811584,250.181763,-157.120361,851.453064,276.898163,49.400852,721.925537,175.478287,197.904572,621.789917,103.968994,157.458130,598.273376,3.378570,-129.975037,1005.465027,-210.869186,-39.284885,914.291992,-361.917023,-18.108322,772.228638,-448.404266,-27.631477,742.307434,166.644043,256.688049,840.086182,189.109024,743.058472,468.375580,24.528780,791.404846,621.119446
03:00:37:-1183971891,124.761009,-199.801620,948.212830,250.162964,-152.356140,854.735596,271.890900,66.781281,753.992920,163.788239,211.068420,660.157715,111.628525,162.013977,615.509766,0.805043,-133.518600,1003.361206,-210.605804,-39.017365,918.171692,-356.872650,-13.115412,775.702148,-441.788971,-22.587185,744.808899,159.252335,256.100525,853.178467,182.517426,742.398499,496.337830,17.529011,780.324951,643.258545
03:00:37:-1183971761,125.074326,-200.242401,948.840820,252.185104,-154.805267,856.887756,279.108368,62.621162,753.585754,172.903595,205.038940,654.755371,143.945145,157.866547,591.037354,1.075290,-133.685135,1003.678894,-210.392410,-39.240047,918.397583,-357.049103,-13.221223,776.279480,-442.663696,-21.657154,746.991089,159.677124,255.675797,853.031006,183.366837,742.626648,498.337646,18.096663,780.053406,643.866516
03:00:37:-1183971632,124.414787,-196.877197,949.292175,266.692047,-163.971466,879.573853,381.277527,-43.275059,705.640930,327.328217,-45.168308,510.940613,368.210999,-115.408562,490.173676,-0.007614,-129.949875,997.759338,-212.870728,-38.777367,916.886597,-356.838867,-13.392069,773.739319,-440.742493,-26.432003,742.956482,172.352570,253.796219,845.884827,199.274445,725.309143,506.311371,35.219818,768.889526,639.540405
03:00:37:-1183971490,130.380844,-200.172958,956.635132,272.025177,-177.531158,873.303467,430.772430,-53.766319,729.327209,356.999786,7.076714,544.933777,371.736298,-66.766800,502.901489,4.477002,-124.439758,1001.428467,-217.717651,-36.048622,921.406494,-363.684052,-10.035118,772.203491,-444.605774,-41.534889,739.324097,198.943512,251.969101,820.925415,227.292557,727.091675,472.496063,69.947502,772.902893,598.023499
03:00:37:-1183971360,129.013718,-201.940414,957.926941,278.914673,-177.954285,889.927612,448.522675,-58.253967,755.208008,390.323059,7.480607,566.966919,373.487213,-57.880730,513.293762,1.995884,-126.369118,999.572571,-221.744324,-34.958878,927.682434,-366.664459,-15.528468,776.478088,-431.590668,-79.681534,759.444458,199.458511,240.900192,801.684937,213.138306,668.593079,428.755463,98.900093,751.918457,567.733459
03:00:37:-1183971233,135.557480,-198.468033,962.469482,286.885437,-174.579803,894.354675,472.896423,-42.223946,793.011719,408.342255,27.072355,605.983154,387.652405,-24.733812,539.175049,7.092126,-123.104782,1005.614258,-220.838135,-24.056591,950.761719,-343.859619,-65.017578,782.664917,-406.638702,-132.077209,801.212463,200.268585,251.411713,808.331299,220.688583,668.089966,421.613953,104.095612,752.674072,559.732971
03:00:37:-1183971090,136.718933,-199.356491,955.245544,283.830261,-169.830154,891.310852,464.593353,-31.818762,809.164673,387.298492,29.249058,631.724426,385.834412,-8.176829,556.247925,15.420855,-121.927361,1001.288879,-209.377930,-25.179022,972.845703,-259.827942,-159.498840,825.702209,-309.429657,-229.674362,854.783936,204.956390,239.735443,820.723633,256.368988,671.330383,448.212006,125.820992,743.229126,568.430054
03:00:37:-1183970961,139.053146,-195.398987,950.590149,286.304626,-167.560516,888.843872,462.529541,-19.521042,817.334656,347.948334,14.475822,654.140503,377.041748,4.544353,575.989258,18.699841,-123.044220,1003.272278,-196.628220,-7.077038,981.169373,-162.788071,-192.349594,900.619019,-151.642380,-275.301880,934.839661,195.617783,245.774582,825.784424,270.472595,680.602356,473.842346,132.895416,754.058350,581.375916
03:00:38:-1183970835,141.617401,-195.020126,958.685913,289.087952,-168.511932,891.875305,461.847015,-12.543127,817.362854,312.963196,-32.713722,677.725098,345.232941,16.415604,616.107544,19.309595,-124.377090,1013.675232,-199.404236,-6.415650,997.718201,-54.594040,-153.586502,975.032898,-44.929169,-234.392578,1017.271729,196.512527,249.600891,816.982910,281.999207,696.922546,471.017548,151.115967,771.640991,582.056641
03:00:38:-1183970690,140.622192,-201.136841,967.755127,284.161743,-167.350708,894.040344,442.671143,0.704333,814.990173,293.838318,-23.148405,676.151733,329.191406,20.154453,612.013428,19.981295,-133.497894,1028.198975,-189.978851,-4.012957,995.886047,-62.366322,-166.100357,973.325134,-19.162874,-241.124573,1003.272766,191.651459,239.756378,818.197937,286.936127,701.103455,470.222351,151.513550,772.120239,585.954285
03:00:38:-1183970561,141.738052,-199.859314,970.446777,280.174561,-165.520752,893.817200,428.717316,3.928334,812.455933,281.574646,-10.767482,676.198242,322.896362,20.870983,610.923462,24.715685,-131.525452,1031.153320,-179.765732,-2.937510,995.905396,-57.178288,-160.973953,957.694763,-7.623278,-226.912827,993.416321,191.760864,233.914108,826.289734,280.891937,693.779968,479.960266,147.474976,759.217590,599.878967
03:00:38:-1183970433,144.767380,-194.389191,972.831970,289.115417,-167.309219,892.546326,432.421936,15.943066,804.095947,277.236877,-8.578392,666.435547,316.901520,28.985466,599.080627,26.439808,-126.924217,1042.550415,-184.305817,4.292667,990.820984,-47.876938,-154.474152,960.389465,-0.214875,-224.435944,999.797546,201.135147,257.546234,820.947327,282.889191,720.433044,467.787781,158.369904,785.212280,597.060608
03:00:38:-1183970290,146.321243,-194.663681,971.730774,289.580536,-166.333939,888.781250,430.640320,18.960312,798.649902,275.192230,-4.025953,659.966187,316.247498,31.719740,592.084106,28.335302,-127.850708,1043.716309,-183.066879,4.722982,994.011841,-47.065884,-154.475220,959.306641,-0.244245,-223.144211,1002.548706,201.030457,259.869843,820.617432,281.777405,737.256531,465.082977,162.105682,802.504272,603.778809
03:00:38:-1183970160,144.320053,-198.886276,967.058411,287.476715,-164.672531,890.481628,419.041840,19.927725,794.793518,286.031830,-136.879440,813.992371,254.406250,-133.406326,734.374939,29.162325,-132.137085,1040.505371,-168.694580,14.325127,992.999817,-43.114273,-149.736740,960.616882,0.161920,-223.073349,996.272522,192.352921,246.821945,815.866821,263.788879,743.311646,477.244812,157.171906,800.085388,625.646057
03:00:38:-1183970035,140.561768,-199.027084,962.630249,285.469360,-166.666763,889.423340,413.222961,16.943424,786.807617,284.618866,-142.862259,811.026245,249.910507,-140.240036,732.654419,27.458437,-134.271530,1040.275635,-166.728912,16.236544,990.120850,-44.571087,-148.873367,950.541016,-0.741258,-220.622391,988.703369,191.448975,248.138428,816.173584,253.757065,745.255188,487.297699,150.242783,793.364746,636.546997
03:00:39:-1183969889,128.676193,-201.318268,956.881958,263.093536,-172.170670,865.229431,409.839813,7.266984,784.907227,236.143188,-67.805367,703.731018,225.132263,-128.985489,645.050964,20.835638,-132.945068,1038.038452,-166.215942,24.144932,984.961365,-48.376255,-143.679733,947.214905,-3.773551,-215.701767,983.205505,188.639496,244.402740,816.461182,253.033630,740.716431,484.045410,155.263046,794.390198,639.241089
03:00:39:-1183969761,122.605118,-204.282761,944.939453,253.736435,-167.636597,850.041809,415.903137,11.692778,806.329102,270.197205,64.223473,670.182861,298.715240,142.120361,648.999756,15.307956,-137.320877,1028.897217,-167.010986,29.018507,986.889099,-55.955700,-138.810867,931.130981,-16.960371,-215.358109,964.562500,187.455719,244.246033,819.640442,250.195526,733.359009,482.128998,154.690033,792.143555,648.470093
03:00:39:-1183969633,117.788139,-205.718430,934.249573,250.077225,-168.013153,841.276428,415.429352,9.937927,803.570984,275.061615,73.895615,666.548096,305.663239,152.537491,651.836975,6.988168,-137.756332,1013.352295,-163.913483,43.554707,987.726318,-66.191956,-118.961929,900.020020,-36.285660,-202.995132,923.482849,186.677521,243.959030,817.374084,250.257843,734.522949,480.840485,156.361496,793.153992,652.033447
03:00:39:-1183969490,105.588318,-208.087616,904.272461,237.212234,-171.330383,817.742676,425.067017,-22.510513,808.600525,350.849915,132.544357,703.865784,374.498871,195.748978,753.161560,2.132140,-140.533829,988.028748,-182.849915,19.069164,993.118286,-108.639267,-130.353821,875.996582,-103.818871,-214.051804,908.682312,188.006790,234.932755,822.412781,243.682983,702.653748,498.193420,157.383728,766.507141,674.472534
