TIME, NECK_x,NECK_y,NECK_z,SHOULDER_LEFT_x, SHOULDER_LEFT_y, SHOULDER_LEFT_z,ELBOW_LEFT_x, ELBOW_LEFT_y, ELBOW_LEFT_z, WRIST_LEFT_x, WRIST_LEFT_y, WRIST_LEFT_z, HAND_LEFT_x, HAND_LEFT_y, HAND_LEFT_z,SHOULDER_RIGHT_x, SHOULDER_RIGHT_y, SHOULDER_RIGHT_z,ELBOW_RIGHT_x, ELBOW_RIGHT_y, ELBOW_RIGHT_z, WRIST_RIGHTT_x, WRIST_RIGHT_y, WRIST_RIGHT_z, HAND_RIGHT_x, HAND_RIGHT_y, HAND_RIGHT_z
12:38:26:1763264996,27.257561,-273.044952,711.613708,127.265854,-207.916351,592.956055,262.16687,0.648156,563.077942,246.300171,203.449097,511.011169,273.502228,260.562134,570.993713,-80.775917,-211.129837,807.860962,-276.018311,-47.238739,806.918335,-420.390686,30.359097,671.458191,-501.16217,-16.528095,662.068665
12:38:26:1763265140,31.698153,-262.427643,741.779114,134.544281,-209.276352,623.101257,245.941467,-1.248196,549.422241,206.60434,185.249115,467.433411,246.146866,251.780518,505.254639,-78.017548,-194.700867,828.481934,-282.634857,-49.715637,804.839294,-427.143036,21.788612,670.109131,-508.791077,-20.277054,657.192261
12:38:26:1763265269,39.229622,-269.737213,770.089722,148.006592,-211.345917,658.62146,121.506538,-20.407169,504.099365,-47.800629,-4.40507,385.457947,-37.693203,38.803139,311.687653,-74.558823,-201.213287,851.572815,-279.496185,-60.65263,811.427979,-429.573334,11.270433,683.380432,-511.10022,-22.444201,654.943726
12:38:27:1763265396,43.906837,-274.773285,814.794922,152.341278,-224.307449,702.872498,97.158997,-28.191566,566.726685,34.204796,-222.015793,594.385498,-6.391864,-257.480347,528.169495,-76.03643,-199.696487,877.716064,-275.604553,-62.488392,817.036011,-431.631744,0.233516,694.173706,-510.917786,-22.62468,653.637695
12:38:27:1763265539,40.776947,-280.030945,839.074036,169.402756,-227.771835,744.904663,121.779007,-28.869539,600.532593,40.257542,-215.26973,653.057312,18.857656,-296.542175,676.439026,-83.772194,-202.488922,898.720276,-284.709625,-63.984127,824.50531,-437.444336,-3.585219,689.233215,-518.431213,-26.103638,647.324158
12:38:27:1763265668,43.44244,-280.991364,879.701477,176.868652,-229.511154,792.410034,133.09346,-37.427708,636.932861,39.491379,-217.444275,693.520264,26.452721,-302.618317,708.457886,-87.767227,-203.059967,921.605286,-287.24942,-71.124138,831.100891,-435.763397,-8.382529,691.433533,-517.239441,-26.086615,647.678833
12:38:27:1763265797,36.106838,-275.022461,903.934631,176.716171,-230.319778,828.570496,143.83342,-39.402573,672.173279,47.211983,-219.786499,714.536926,32.090672,-302.460083,736.063782,-95.149612,-197.289948,939.363892,-289.949463,-71.419388,836.562439,-433.368347,-8.320674,694.327209,-514.102844,-24.8337,650.333008
12:38:27:1763265940,27.592857,-274.314606,926.319824,170.893921,-235.122406,857.903625,151.932449,-43.572025,704.1651,47.654377,-218.362625,740.557007,32.137756,-299.806305,762.800903,-102.315109,-195.353745,955.707458,-291.669952,-72.552078,845.847961,-427.728363,-14.442086,697.690735,-508.492767,-23.394295,653.649597
12:38:27:1763266069,20.128189,-270.517853,947.111084,165.10376,-234.568756,884.767517,156.188293,-46.956314,728.060852,43.733128,-215.717911,760.051819,30.162912,-297.67804,779.120117,-109.563446,-191.678223,969.179871,-295.65094,-73.834877,852.540466,-426.975433,-14.5172,702.676453,-505.919647,-22.254555,656.516968
12:38:27:1763266196,11.066245,-268.404541,960.291931,152.858078,-231.930023,896.294312,152.102631,-44.72995,743.455933,36.594593,-208.251511,776.023743,14.109943,-287.157715,794.990173,-117.136375,-190.374237,977.837402,-297.933167,-76.172249,855.75061,-424.468994,-15.034515,705.947021,-502.280762,-20.781181,659.755737
12:38:28:1763266340,3.817081,-273.419281,955.749512,151.349045,-232.470413,905.948242,147.635574,-40.254028,758.417542,31.826942,-206.536316,775.956665,18.848907,-287.813843,794.828125,-124.720985,-196.720901,983.391235,-302.241699,-76.69503,860.714844,-424.175323,-11.240937,708.166565,-501.832001,-20.343065,661.763062
12:38:28:1763266468,-1.875309,-274.288757,982.041077,143.634613,-231.14798,923.461548,154.430283,-35.066963,778.332703,24.980978,-193.436523,765.474548,10.372953,-272.602875,793.028503,-131.436081,-193.250885,993.229858,-306.590607,-74.298149,862.557312,-428.771484,-9.5497,707.789795,-505.524384,-21.740026,659.273376
12:38:28:1763266596,-6.167855,-266.983795,982.081848,138.983887,-215.95256,925.839111,197.182266,-1.660898,822.322876,48.759327,-143.255478,808.020508,52.865501,-206.818771,864.862122,-137.931671,-189.546341,993.807861,-316.302063,-71.726654,864.894165,-434.518829,-2.974108,707.865173,-508.997375,-22.844036,657.790771
12:38:28:1763266740,-14.176056,-261.112152,989.333862,133.317245,-207.966003,945.954041,204.409393,9.663314,867.411133,53.044529,-8.438126,733.131531,-17.644518,-51.431961,716.757385,-145.018753,-185.367874,998.056641,-317.978119,-72.015205,863.670898,-433.364014,-2.654403,708.118225,-507.374634,-21.621145,659.030701
12:38:28:1763266868,-16.932772,-260.317688,982.700134,126.532585,-199.404282,938.984009,221.289307,20.886539,932.605408,142.682159,119.190407,775.455688,90.623192,153.499252,719.775879,-148.106277,-186.551605,994.628662,-319.26358,-71.662445,863.284485,-436.114349,4.855327,714.749939,-506.021484,-19.461082,663.539795
12:38:28:1763266996,-15.782218,-261.920105,978.757935,126.441505,-201.350067,933.137634,228.857864,15.297964,930.102844,142.035065,123.336014,784.333191,93.536781,131.103195,716.795349,-147.541367,-189.388031,990.070007,-317.914795,-72.350479,860.056396,-432.805847,7.719509,712.141296,-504.757538,-18.543549,665.044678
12:38:28:1763267140,-13.211123,-261.864105,970.58429,127.943649,-199.478729,925.472534,228.472229,16.96451,927.039062,140.283005,121.632812,780.788147,92.191299,136.134827,714.51178,-145.07785,-190.200272,982.963379,-317.833893,-71.206017,859.970093,-430.30365,7.140458,710.448303,-503.435608,-17.986485,665.305359
12:38:28:1763267267,-6.058534,-261.715363,963.250122,134.123856,-198.462891,919.294983,235.344391,16.523928,922.632446,148.126114,122.349648,777.795166,94.875313,140.796982,717.120361,-138.541336,-192.969955,977.034851,-313.772491,-74.534065,859.135742,-431.859009,7.378772,717.208191,-494.507355,-18.670151,659.358521
12:38:29:1763267396,-1.667095,-261.0849,955.214111,136.979645,-198.58049,907.129028,244.12886,13.439313,913.716736,152.423264,133.512009,783.497375,97.743988,141.889679,721.873901,-134.409042,-194.297775,972.417542,-312.22525,-76.1418,858.161255,-432.1875,7.167943,718.638489,-493.855591,-18.502815,659.578308
12:38:29:1763267540,3.195349,-260.989197,944.512695,138.81395,-193.211441,892.237549,230.171036,26.7836,880.430908,121.770203,143.699463,759.390503,80.367889,116.050484,692.845703,-129.945251,-195.59729,966.662476,-312.692383,-75.728905,860.402893,-432.946228,7.161819,719.832947,-494.176971,-17.35438,659.359619
12:38:29:1763267667,15.756189,-261.226501,934.324524,145.729599,-189.245163,871.889465,179.773621,24.611383,765.087341,10.992512,-5.507605,657.037231,6.245443,-79.487854,617.246948,-118.745155,-196.913651,963.616333,-309.285919,-76.478477,865.042908,-430.113129,4.023202,720.006348,-482.830322,-18.819408,649.9646
12:38:29:1763267797,21.385151,-263.333679,913.197632,138.211563,-203.737778,824.326416,108.182892,-32.008873,659.912109,-62.79792,-128.340881,615.891113,-67.150787,-200.208572,573.598816,-105.177544,-202.271713,965.964661,-298.329132,-64.465057,908.347412,-385.842224,-27.059879,728.277832,-398.410706,-102.77459,681.450684
12:38:29:1763267940,30.643162,-268.654755,912.218384,127.668381,-221.935181,796.048157,51.281975,-134.69577,584.011536,-122.827736,-133.418472,479.958557,-175.352722,-173.791519,427.970581,-84.691551,-206.782196,987.605103,-275.869659,-55.554272,952.719788,-342.374084,-30.400053,760.014038,-320.192871,-100.91758,707.509155
12:38:29:1763268069,46.029034,-271.439301,912.335693,128.024414,-226.817993,784.629456,47.466824,-155.145172,572.293457,-134.156876,-160.219635,488.998779,-206.424713,-200.90062,486.069977,-55.405113,-210.924805,1004.449829,-240.673386,-54.6152,1015.508423,-296.717529,-26.782867,823.016296,-294.410797,-100.118988,772.028015
12:38:29:1763268196,67.771477,-270.661346,929.792664,143.88147,-230.752045,796.474243,47.951557,-181.739395,584.206787,-131.876526,-204.843842,500.283356,-206.566833,-239.248093,489.434692,-26.384018,-207.422928,1026.803589,-203.551971,-45.773743,1062.963989,-286.563873,-45.055309,878.463013,-279.953522,-85.22789,798.973267
12:38:29:1763268340,104.856064,-270.982208,965.537842,170.789673,-232.85083,822.572327,56.759544,-203.60202,610.105835,-120.774246,-225.271057,512.256958,-198.984055,-256.84021,505.150452,3.081076,-200.239319,1054.20874,-163.020844,-21.51309,1095.694336,-255.982391,-9.894604,911.726257,-239.633453,-72.483589,847.534241
12:38:30:1763268468,134.857559,-269.048279,995.11554,183.838959,-239.552902,844.170227,84.269882,-191.916168,629.255127,-97.751961,-233.738586,550.2724,-173.419647,-270.632782,551.151184,44.004143,-196.511398,1091.947754,-121.086296,-21.454975,1143.925537,-257.210022,21.180805,996.211365,-225.926941,-7.538706,916.12793
