TIME, NECK_x,NECK_y,NECK_z,SHOULDER_LEFT_x, SHOULDER_LEFT_y, SHOULDER_LEFT_z,ELBOW_LEFT_x, ELBOW_LEFT_y, ELBOW_LEFT_z, WRIST_LEFT_x, WRIST_LEFT_y, WRIST_LEFT_z, HAND_LEFT_x, HAND_LEFT_y, HAND_LEFT_z,SHOULDER_RIGHT_x, SHOULDER_RIGHT_y, SHOULDER_RIGHT_z,ELBOW_RIGHT_x, ELBOW_RIGHT_y, ELBOW_RIGHT_z, WRIST_RIGHTT_x, WRIST_RIGHT_y, WRIST_RIGHT_z, HAND_RIGHT_x, HAND_RIGHT_y, HAND_RIGHT_z
17:41:58:1781476729,202.976456,-235.061646,554.195251,207.509369,-146.734543,412.654724,136.472198,51.220730,282.413177,-64.122589,100.299171,303.895325,-143.037827,127.623558,282.537109,157.543335,-191.843170,696.549011,45.312912,-19.193321,841.907776,-129.078339,29.898491,735.209961,-209.389191,61.741703,701.291687
17:41:58:1781476874,217.143936,-235.570786,568.901367,220.977020,-144.712891,428.105164,142.887436,57.447582,305.814392,-58.570816,105.129494,333.404602,-128.556458,131.243073,289.373840,172.740204,-196.488556,713.589966,48.130997,-27.331293,855.524353,-124.629829,23.061558,744.412720,-202.508118,58.763744,707.306641
17:41:58:1781477000,230.984238,-235.362015,587.248596,235.121048,-144.748871,444.232697,154.679932,59.003502,322.178528,-50.094082,103.096771,342.687958,-119.231972,130.457779,296.789734,178.432022,-189.999664,729.137207,43.034615,-17.148256,859.807739,-133.686539,26.530304,748.958008,-208.872940,62.123638,705.004089
17:41:58:1781477128,234.917664,-230.794235,593.743652,242.528778,-137.826767,453.809235,162.757156,66.142677,335.720001,-41.354923,107.678688,350.764008,-110.467033,131.209335,303.995911,179.645279,-188.271500,734.163757,39.757652,-18.561274,860.285767,-133.862122,27.746323,748.767822,-208.022232,63.416897,704.687805
17:41:58:1781477273,237.692902,-226.862015,591.377258,241.496628,-137.492813,454.106506,166.579575,61.849369,338.331970,-32.929943,100.730736,346.848694,-104.585182,126.466408,310.281982,182.479691,-188.380081,728.837219,46.051353,-30.256823,860.678345,-130.779465,10.316360,763.069397,-195.199127,53.972878,716.008118
17:41:59:1781477400,236.711731,-230.629318,590.802490,243.424820,-139.893692,454.753632,170.822891,61.296329,341.025665,-28.738022,99.068436,350.350891,-99.803917,125.655975,313.364014,179.851593,-191.343872,727.430664,46.748577,-29.586271,857.975647,-129.804153,15.109729,761.939941,-196.346741,56.030087,715.484070
17:41:59:1781477543,237.619949,-231.705734,588.275391,245.239929,-138.277893,452.649963,174.474060,66.698227,341.074768,-26.893347,102.461662,349.233368,-99.787308,126.678406,312.885406,178.594315,-192.150803,725.379761,46.947361,-27.821913,857.321716,-131.108719,20.043346,762.628784,-198.625534,59.016296,714.730286
17:41:59:1781477673,237.830170,-231.499542,589.266418,246.165970,-136.239883,453.229614,176.465790,72.006584,342.798065,-26.615709,107.883842,348.526306,-100.863045,128.608353,311.189148,176.721893,-192.528107,727.024414,43.166458,-26.680439,858.876953,-135.891693,22.288681,763.029785,-202.222412,61.465046,712.329285
17:41:59:1781477801,237.737289,-232.724182,591.197632,248.404327,-135.563766,455.346100,178.348221,74.680191,345.388947,-25.702238,113.029625,347.640900,-101.388077,130.216324,310.126221,175.281403,-194.713379,729.800964,40.617317,-26.711077,860.870972,-138.137878,26.185539,763.612122,-204.533554,64.100182,710.989563
17:41:59:1781477944,234.746628,-233.149384,591.471130,245.263168,-138.604614,453.761963,177.838181,71.123466,340.483673,-25.977507,111.657829,347.062775,-101.804016,129.659775,309.952911,172.952499,-192.899292,729.914307,37.313225,-26.440487,862.583984,-141.746994,27.330059,765.761169,-205.839264,65.605652,710.397339
17:41:59:1781478074,231.863052,-237.967194,595.489075,239.029266,-158.242996,452.854340,170.882706,40.501759,329.286926,-27.915283,85.871445,345.819427,-98.837349,121.584358,315.677216,174.564194,-193.798264,731.422729,38.502857,-28.299063,857.036987,-138.534256,25.416565,763.810608,-203.236847,63.547642,711.629578
17:41:59:1781478201,231.777405,-238.335098,596.335632,239.907394,-158.882141,453.597015,172.716583,39.634289,329.189392,-26.155710,85.020813,344.486389,-96.904007,120.721397,313.947418,173.473358,-193.574844,731.641052,34.660114,-27.423531,853.271973,-140.592331,22.272203,754.645691,-206.288986,51.979118,698.404480
17:42:00:1781478345,225.201645,-256.716553,602.196411,254.170807,-178.136749,476.156281,220.178482,18.729969,374.237946,35.814522,56.451401,369.785187,-31.561747,91.342178,351.064484,170.874115,-205.763016,724.227600,33.648506,-38.312389,797.370972,-138.969101,8.224800,731.242310,-214.807770,28.294998,700.809570
17:42:00:1781478474,220.978867,-262.826813,618.385071,267.525330,-191.429047,497.046814,213.784897,-11.238381,383.179840,44.128880,50.042824,344.428833,-14.242645,99.642097,344.604156,162.861145,-211.032593,735.278625,28.071255,-43.742283,798.632812,-142.245651,3.405429,737.996887,-213.700974,28.047224,704.995361
17:42:00:1781478600,218.531677,-265.465332,616.625854,278.572479,-195.580933,499.370911,236.122879,-12.411282,382.567383,66.863213,46.729485,333.901886,4.007708,91.399673,332.193268,159.422485,-214.009918,734.406860,27.947664,-42.624935,799.284790,-143.282822,5.506683,737.985291,-215.289017,26.655537,702.420532
17:42:00:1781478744,220.670029,-268.106262,613.263733,282.211487,-196.355988,495.763580,260.880859,-6.079689,382.341797,93.349617,51.448780,323.090057,25.466724,88.873726,325.235779,159.891251,-213.221100,729.402344,29.055029,-41.382984,798.465393,-143.587402,5.713861,737.209106,-216.711456,26.098837,702.442383
17:42:00:1781478873,223.969925,-276.426422,613.588257,283.955322,-204.357559,493.151276,270.357117,-10.325774,379.962921,105.913193,55.216095,314.094330,35.388767,88.680847,321.561829,160.403107,-218.828583,728.950562,29.194296,-43.421879,796.744324,-145.919464,5.179379,737.093323,-220.290237,25.363499,702.586914
17:42:00:1781479001,222.559464,-276.119843,612.305237,281.783997,-204.039490,491.625854,268.244385,-10.040954,378.538300,103.917603,56.741940,313.833771,33.593796,90.445801,321.798096,159.115341,-218.739609,727.774170,28.207510,-43.348148,795.902710,-146.686356,5.594246,736.111572,-221.194626,25.495094,701.814026
17:42:00:1781479144,219.150543,-265.671021,604.623657,277.398590,-189.461166,481.004852,248.619354,4.267812,357.415070,79.544769,72.989082,290.536285,13.224110,102.974655,325.388550,156.013168,-215.789581,728.126587,20.165741,-37.050739,800.790710,-161.459641,-0.769954,734.156555,-245.354980,1.841170,711.693848
17:42:00:1781479275,253.348328,-249.473328,608.154785,314.514252,-164.999008,494.734161,286.945831,23.383574,370.884552,123.789848,67.091461,282.513397,53.091900,93.216270,306.658966,162.696732,-205.346100,712.716125,18.591612,-42.675346,792.271606,-163.752655,0.433765,745.820129,-241.464355,-20.882433,718.103699
17:42:01:1781479545,196.928009,-254.626633,576.813843,236.519775,-181.873428,453.717590,243.672333,5.727351,339.452911,89.191612,97.692116,298.176575,16.743690,100.077370,322.883667,139.466568,-197.993408,691.275940,11.954337,-43.650433,791.602478,-156.854446,9.566911,731.903748,-234.950958,-15.165141,722.495361
17:42:01:1781479672,180.948914,-235.238464,556.203369,213.940353,-154.652420,430.302643,217.242615,46.309204,323.614594,52.015068,142.070450,321.456238,-19.166109,109.173119,333.205231,139.422653,-194.728531,687.766785,28.027586,-33.921719,812.221069,-126.361908,32.043808,716.217102,-208.530869,9.007858,718.733643
17:42:01:1781479800,166.221664,-238.255981,534.845276,196.867401,-151.730698,409.896210,192.955322,58.061020,314.897736,24.110392,151.432297,326.960907,-46.646618,114.413780,335.009003,126.680717,-197.518982,669.130310,28.192720,-26.485353,796.120789,-124.635811,50.303562,700.876953,-207.455215,26.889944,708.673035
17:42:01:1781479944,145.357407,-231.281662,521.522400,182.683182,-146.925568,384.874207,189.449966,71.039902,274.964417,7.069841,162.156647,296.044159,-56.481483,117.589355,330.914185,111.477776,-180.916565,663.933655,28.366253,2.800599,809.718262,-136.697617,87.833206,716.966919,-209.896210,32.786289,719.497437
17:42:01:1781480074,135.358841,-232.528793,508.137177,172.472687,-146.436081,372.175415,180.728226,73.417068,264.688599,-1.535296,164.331619,292.085480,-62.838718,118.582741,329.887177,104.978355,-185.417557,652.843994,38.475857,3.817871,801.216614,-122.053581,76.492287,690.487915,-175.467987,2.427243,700.548218
17:42:01:1781480201,128.489349,-229.346924,496.623016,158.717316,-155.419968,368.350555,163.915863,41.848377,263.859924,3.755853,137.513641,281.757935,-59.380383,113.344986,320.277466,103.566544,-175.834030,625.316895,38.299793,-0.416115,754.674316,-115.926720,85.650238,685.211853,-167.814575,20.036705,689.810852
17:42:02:1781480344,123.361694,-235.216660,493.213928,156.399048,-174.143906,368.016357,168.452271,2.684966,252.278870,15.029892,91.305916,265.432983,-45.183464,101.233948,306.863953,101.440521,-182.463242,614.315979,48.899544,-21.511316,747.936035,-96.586304,66.467255,689.088928,-158.969040,17.788544,682.279602
17:42:02:1781480473,125.097511,-233.365799,490.983795,157.997849,-176.535980,361.709351,169.797867,0.257507,241.268356,13.241693,88.409180,248.620102,-44.688568,98.714668,294.568481,102.932999,-172.161560,610.244995,50.339268,6.039217,724.843506,-97.553879,89.261047,658.812012,-151.231247,33.165722,679.630493
17:42:02:1781480600,123.974564,-239.762497,496.379730,161.738403,-191.127563,366.115631,178.593124,-20.825504,239.930649,24.342939,68.552437,231.816956,-31.900257,85.835960,276.843323,102.246620,-173.014801,611.676636,53.732693,12.766152,712.016907,-92.404259,94.353973,643.854065,-146.684570,42.824718,671.465210
17:42:07:1781485675,264.296173,-242.049194,641.777588,284.292572,-146.645905,497.358032,212.050537,72.720993,382.247986,4.880741,130.401947,356.500580,-30.129950,194.096695,303.559235,192.806076,-195.946304,781.631470,28.848930,-1.724064,848.939087,-130.108887,-9.564539,698.023743,-196.670685,26.608013,637.733826
17:42:07:1781485818,273.317505,-273.516235,691.565918,325.716583,-211.352203,568.169128,325.090668,-36.220341,439.111542,144.427750,-17.175236,420.741394,74.973015,-12.725993,390.695007,216.792068,-212.619400,802.268555,112.539589,-57.409824,921.333801,-18.649191,-79.981277,793.003296,-44.306591,-154.121277,815.521606
17:42:07:1781485947,286.367035,-274.115662,711.843811,349.647919,-212.083603,597.017151,392.583099,-31.827078,490.192505,216.802917,-51.371513,459.442444,147.460251,-64.655876,435.571686,220.130814,-216.794846,816.047607,156.988480,-63.269318,957.248413,31.380713,-50.544819,826.450623,58.922493,-108.498184,778.257751
17:42:07:1781486076,303.475708,-259.920135,730.904053,391.286499,-200.468582,630.070923,388.102203,-20.828262,507.635590,211.093292,-61.688103,524.898193,173.932571,-59.900047,458.901184,232.326157,-211.982788,838.560974,204.892929,-35.768673,969.986816,76.367867,-12.323997,839.297424,86.491508,-82.331078,798.668274
17:42:07:1781486220,316.028778,-259.163025,757.883057,415.884491,-211.269638,657.667114,490.328796,-53.905056,520.338379,309.824158,-56.421917,475.113068,236.003723,-58.196301,497.851349,235.205444,-197.894669,854.752563,211.137711,-19.863695,991.750122,124.271637,14.030214,827.977600,105.213844,-64.994316,810.294800
17:42:08:1781486345,326.149200,-257.151245,783.205078,437.284363,-207.931686,690.168152,523.738159,-61.920883,537.405823,346.578644,-57.093201,464.512573,272.798523,-71.076218,490.791992,231.118942,-196.781952,873.894531,207.133636,-19.379108,1022.467041,126.937134,28.878012,852.474182,97.506302,-48.977913,832.215698
17:42:08:1781486477,324.937378,-256.613953,796.851135,443.208038,-211.224411,709.703186,549.890991,-69.485825,564.001892,379.802948,-62.696213,473.736572,302.716278,-64.853973,494.993866,223.001175,-193.274582,878.872131,185.940506,-18.751204,1030.136597,119.079895,43.826088,857.847717,90.921013,-32.356865,829.183716
17:42:08:1781486618,321.932800,-260.723877,810.455078,436.779327,-209.906860,723.492615,539.566956,-7.889464,739.643005,403.458954,13.709145,607.797119,340.472351,-13.954425,568.589417,217.689606,-200.750916,889.290955,162.835205,-13.581976,1014.063721,107.217758,44.613171,838.501770,82.175804,-27.321457,800.199097
17:42:08:1781486746,321.008514,-261.242889,814.686768,435.930634,-211.528427,727.320007,536.987122,-8.225590,735.115723,403.246613,17.186737,601.622498,339.323181,-10.427147,563.976379,216.624191,-201.493881,893.125427,158.607574,-15.401527,1017.945435,102.660553,41.661606,842.182373,79.038345,-31.281572,804.959106
17:42:08:1781486876,315.820740,-266.881226,821.277344,433.981079,-214.574280,738.666016,530.962891,-8.738100,736.156067,408.770935,35.910633,596.328735,345.218811,-1.422625,567.095764,207.210754,-209.268753,895.066711,150.339783,-22.684589,1020.406738,75.079826,41.354820,854.153015,72.310005,-31.659164,809.991699
17:42:08:1781487018,309.355896,-266.559235,820.166443,427.465271,-214.132294,737.948181,528.690613,-10.916233,741.592834,395.839569,14.144106,607.275757,328.612091,-27.206144,612.814697,201.739548,-208.807144,894.580505,143.818298,-26.275412,1024.400269,69.197571,42.001747,860.041504,65.438240,-31.517517,817.166809
17:42:08:1781487146,303.363373,-267.003876,814.144775,423.184113,-214.684677,733.594788,531.630676,-14.537051,739.204346,405.174622,32.288895,603.770996,337.737061,-9.519998,603.915344,196.870682,-209.628113,891.072327,132.109909,-24.750769,1015.402893,58.489658,25.764875,843.691467,0.539124,-36.404587,834.995850
17:42:08:1781487291,292.821411,-264.604523,806.393860,416.741241,-217.593933,725.642395,563.216675,-50.328552,664.012390,422.890900,12.800723,546.448059,347.786102,3.080797,573.432434,185.287094,-201.910843,881.694519,132.877823,-23.755894,1025.841187,52.365677,52.434883,864.081726,37.794151,-22.228941,822.776367
17:42:09:1781487447,271.420105,-262.832977,784.548157,393.050446,-220.216568,705.610962,542.047363,-69.180130,631.233215,407.899719,6.532535,522.250427,337.660614,15.146688,555.856750,173.709717,-194.755692,862.947449,131.644989,-18.779575,1003.438354,43.410480,55.747883,851.212463,34.627140,-16.138830,807.968018
17:42:09:1781487574,244.180573,-253.578217,751.172668,366.180389,-214.314972,665.524170,529.759033,-71.694595,592.135315,387.183655,16.058065,497.563477,322.108002,32.693794,540.704285,154.141556,-179.874115,838.325989,123.829407,-13.241589,998.961914,50.946220,76.394638,842.221863,14.916081,7.244945,806.052673
17:42:09:1781487701,201.310852,-244.944580,711.313232,313.136536,-214.685379,615.402222,481.969788,-69.358604,645.775024,369.867096,49.229607,551.027222,294.802979,33.023991,535.527954,128.614456,-172.108551,810.259705,110.683388,-11.112377,972.236267,51.820183,117.308289,843.559326,19.053522,62.812157,788.135071
17:42:09:1781487843,179.854126,-242.141220,672.919983,289.574280,-195.591385,570.951660,469.888336,-55.818142,527.939270,343.857819,81.540627,471.211945,266.041809,67.409592,488.227997,107.822365,-167.750092,778.019165,89.341919,-5.733088,949.388611,30.314875,138.263214,828.073547,0.897255,87.337425,763.820557
