TIME, NECK,,, SHOULDER_LEFT,,, ELBOW_LEFT,,, WRIST_LEFT,,, HAND_LEFT,,
, x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
19:43:20:1702358906,250.482742,-219.185318,529.478821,227.497467,-200.853394,382.761810,103.453461,-92.982925,235.171951,-74.006752,-39.303413,232.519241,-147.941086,-31.421001,212.578781,217.875809,-139.807251,638.424194,52.680210,-27.339787,742.016602,-131.556992,4.959371,758.448853,-200.965912,18.751980,715.293457
19:43:20:1702359033,272.183929,-240.756577,551.574280,255.096878,-177.469696,441.143494,214.601303,-8.424118,370.286560,95.266876,93.257545,385.857574,44.225739,131.935242,372.540314,282.184387,-190.984909,658.908325,183.546417,-42.113274,727.396851,37.690937,-13.658587,669.334412,-31.913221,-4.577510,663.590881
19:43:20:1702359179,278.009827,-240.546997,557.267395,262.629547,-185.004700,443.167175,219.234406,-21.033720,363.107819,94.370659,73.862076,376.722900,46.493958,117.703941,369.160248,285.302185,-189.231232,663.850159,178.914703,-45.622185,731.532776,33.409939,-20.864092,671.297180,-35.605228,-10.069112,662.787231
19:43:20:1702359306,285.596130,-248.767715,573.865417,274.776062,-200.153809,458.055664,223.706192,-43.948143,372.247223,97.630424,46.793961,381.377045,56.314693,95.959755,374.366486,289.120361,-191.238312,676.471619,179.238403,-48.306065,732.868347,34.690277,-22.952877,675.487915,-32.511696,-10.091882,662.964355
19:43:21:1702359434,290.328094,-239.777435,571.548828,286.243378,-173.143082,459.345093,227.850555,-6.427586,385.271912,93.837502,81.641342,396.702942,45.063889,98.062477,354.200104,291.585510,-190.013382,682.962708,179.548569,-41.776733,742.675842,36.378025,-6.485883,673.671753,-35.157391,-5.166449,666.907288
19:43:21:1702359578,293.381744,-240.752823,570.082642,273.883789,-182.078293,452.025940,194.027390,-15.299738,382.000336,56.168362,69.831932,417.889587,42.857395,97.014618,355.994812,300.346832,-194.472534,686.020142,181.164200,-44.147625,747.558105,32.487469,-7.251956,678.448303,-40.748356,-7.376386,666.621704
19:43:21:1702359705,298.561218,-254.141449,586.031189,288.081573,-184.843201,481.347748,212.392334,-24.595781,427.976868,86.654320,64.576164,447.211182,62.932594,87.539902,391.808899,302.848663,-205.578903,693.727844,190.962860,-61.493950,741.540771,53.364426,-13.865929,682.003296,-14.416515,-4.450114,670.202332
19:43:21:1702359833,299.214142,-252.968369,587.205933,281.626312,-196.296188,479.203461,200.991272,-40.874451,425.749298,77.049362,41.713676,463.525879,62.778740,72.107567,409.285492,304.472473,-207.029099,693.968079,192.939285,-65.394241,741.877441,57.588039,-15.076797,683.919006,-9.077106,-4.460938,671.234680
19:43:21:1702359978,305.842163,-248.769638,591.645569,294.212250,-190.101730,486.390656,207.373428,-41.118832,434.858704,78.850731,29.655426,470.794983,67.655853,67.500351,422.055267,306.522644,-208.566467,698.623291,193.702881,-70.063026,740.074158,66.611694,-14.655318,675.439209,0.398040,-2.161874,671.030212
19:43:21:1702360105,306.264465,-248.751068,592.045410,294.481201,-190.223785,486.676147,207.158005,-41.451870,435.113281,78.342094,28.742931,471.377014,66.897858,66.604630,422.677490,306.869995,-208.328598,698.992249,193.722931,-69.925156,740.193787,66.496346,-14.873855,675.382874,0.239283,-2.486730,670.931702
19:43:21:1702360234,305.453430,-246.829544,590.767273,315.242767,-170.659714,493.601501,251.156235,-7.244617,446.305695,117.933289,64.796173,464.809845,75.057533,63.827984,418.188904,294.674774,-208.810577,699.829712,186.834045,-63.803837,740.501526,67.065933,-1.217164,665.586304,-0.780575,4.365375,669.806458
19:43:22:1702360378,307.983185,-246.698853,591.345459,325.475769,-173.268616,491.199677,275.671112,-3.971651,438.281677,145.528366,79.143036,446.348846,90.299515,62.598064,418.111603,291.897888,-208.796249,701.190674,181.407700,-61.191856,736.455078,64.997887,4.770421,655.109070,-2.453648,10.241648,669.190735
19:43:22:1702360505,308.120300,-236.923981,570.558899,310.161011,-167.024796,463.986633,253.092819,5.601600,411.471497,120.920105,88.553406,441.110901,75.488037,51.197781,411.292877,297.829132,-205.071945,685.588501,177.459427,-61.643169,731.651001,54.581879,-1.590069,646.994995,-10.253236,12.779578,672.122742
19:43:22:1702360779,308.474762,-237.243973,570.024292,310.420105,-167.056656,463.584259,252.974808,5.635679,411.447174,120.567795,88.257668,441.274994,75.204674,50.866295,411.343323,298.054779,-205.800735,685.179688,177.099670,-62.943920,731.780518,54.255001,-2.835911,647.003235,-11.700686,8.768268,670.675842
19:43:23:1702362233,683.481140,-726.415710,1428.223022,796.996338,-604.902771,1359.823853,799.829285,-346.059174,1303.392944,678.948486,-200.359482,1186.749268,615.291809,-160.433090,1133.115601,533.100342,-690.184387,1497.057129,401.060059,-467.422241,1573.318848,295.754089,-270.149994,1546.853516,270.282867,-195.641464,1486.186890
19:43:24:1702362378,694.711426,-717.831970,1418.133423,822.548157,-590.308533,1363.132202,853.927734,-319.150879,1306.148193,715.992126,-200.258789,1159.129639,630.884216,-161.249298,1133.122070,527.851501,-691.547791,1471.519043,343.001953,-496.013214,1562.761719,239.881241,-310.461060,1457.366821,265.799957,-211.244278,1436.629395
