TIME, NECK_x,NECK_y,NECK_z,SHOULDER_LEFT_x,SHOULDER_LEFT_y,SHOULDER_LEFT_z,ELBOW_LEFT_x, ELBOW_LEFT_y, ELBOW_LEFT_z, WRIST_LEFT_x, WRIST_LEFT_y, WRIST_LEFT_z, HAND_LEFT_x, HAND_LEFT_y, HAND_LEFT_z
, x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
00:52:58:1720936812,-164.329407,-248.054596,677.592102,-37.655743,-187.846970,625.884705,12.275133,9.073793,713.756104,-44.822235,151.616852,609.193054,-45.170635,215.150925,565.466675,-289.842010,-186.244614,698.421631,-394.006836,13.770655,701.091309,-434.076385,99.206009,538.344299,-474.704010,134.182388,474.920929
00:52:58:1720936941,-118.731544,-214.417282,733.875305,11.942797,-156.395554,682.891296,108.336555,-52.576637,504.365570,-34.479618,-63.080391,377.547333,-76.934425,-80.323853,312.685577,-256.743713,-179.903091,742.368958,-465.573181,-86.658875,702.104004,-453.525604,-71.909752,509.336823,-467.963257,-81.176842,425.567413
00:52:58:1720937068,-72.874977,-210.207520,799.395935,54.800697,-144.267090,744.329041,36.575844,29.632166,594.915405,-139.012680,74.312241,528.316101,-201.107773,86.979401,479.258850,-213.141739,-184.027786,810.110840,-435.059967,-132.344208,755.346558,-451.064941,-143.592224,560.847656,-474.832794,-166.858734,481.223755
00:52:58:1720937214,-53.351719,-217.606201,852.672241,66.260742,-141.937225,778.564514,108.811264,11.323720,602.722412,83.507263,-185.952850,609.442383,113.943283,-255.111694,642.863647,-199.323822,-194.194855,869.400391,-432.347900,-180.867828,807.035034,-341.371704,-322.979523,696.852905,-332.265533,-404.681030,730.850403
00:52:59:1720937341,-43.114067,-209.398026,884.340942,84.638191,-139.809799,813.075562,197.227020,-1.747757,649.861328,108.095673,-179.867676,687.958618,97.149147,-257.507050,718.624512,-192.045547,-191.263885,897.475220,-437.887878,-178.323914,897.146545,-299.353119,-301.587372,808.916931,-242.527405,-370.996033,821.982300
00:52:59:1720937469,-42.338905,-199.545944,911.223389,91.606750,-129.784821,853.856812,267.197723,4.912794,757.911987,135.479630,-143.519730,717.873108,107.329674,-220.090622,738.093628,-190.733017,-182.328476,922.810730,-426.719147,-185.509583,991.394409,-299.913055,-288.914276,867.875732,-237.001328,-353.874420,864.377625
00:52:59:1720937614,-40.687885,-191.690689,916.370850,93.215477,-121.590164,868.609680,274.232025,24.465799,822.305603,160.901474,-121.174988,747.706787,122.510826,-194.181412,742.671936,-185.545883,-172.792618,934.688477,-402.934174,-181.473816,1039.848389,-314.078888,-279.977051,888.087769,-281.221741,-359.070343,912.209290
00:52:59:1720937741,-40.634365,-182.612869,934.609192,91.939133,-113.775337,885.027100,257.875061,46.425766,838.676270,161.417389,-107.314522,760.902405,134.743179,-184.561874,767.358521,-183.836304,-165.211548,953.979980,-400.465332,-182.672256,1055.116333,-297.586365,-261.462158,902.832520,-250.522934,-335.818604,909.705261
00:52:59:1720937869,-40.321465,-177.105011,941.565918,92.706848,-109.361656,891.754456,247.855392,61.434605,844.395752,154.981232,-96.927788,771.035522,137.439514,-175.921951,784.793640,-183.397888,-160.035294,962.444702,-399.975708,-185.200119,1062.770996,-296.517273,-264.311859,910.720032,-233.476227,-324.901093,897.865417
00:52:59:1720938013,-41.177055,-174.876038,945.455200,91.660187,-108.589890,895.691650,254.954788,53.468468,849.261169,159.300781,-101.214157,773.585754,132.197128,-176.988693,788.143860,-183.553131,-159.174393,966.889038,-397.915588,-195.125580,1066.608887,-292.582336,-269.077271,914.202026,-230.541229,-329.329437,897.632812
00:52:59:1720938141,-42.455868,-174.687744,946.546387,89.777603,-108.069717,895.025391,259.720276,47.438354,849.739502,168.612228,-111.374390,776.922363,128.300629,-182.500992,779.748535,-185.239288,-160.123184,966.023438,-397.478149,-197.046432,1069.997192,-290.089722,-274.706848,920.832031,-227.411865,-332.119080,897.733521
00:52:59:1720938269,-41.710491,-174.319168,948.351624,90.485603,-108.217857,896.361938,266.688202,38.893795,847.228638,165.132706,-111.502640,770.519531,116.628639,-174.098312,750.029785,-184.986588,-160.318832,965.341309,-403.849213,-201.720261,1052.479492,-302.493347,-278.994873,898.982056,-236.822998,-331.246399,872.263367
00:53:00:1720938413,-39.200397,-168.637146,951.587219,92.307777,-101.987137,894.536133,247.195786,6.913520,752.455994,141.363068,-121.817238,644.279968,87.167465,-183.758713,638.794983,-183.565918,-153.237320,971.085144,-418.267120,-202.115936,997.598816,-382.697357,-307.307281,829.820679,-325.810638,-336.633514,768.242004
00:53:00:1720938541,-43.841431,-172.146118,945.426392,88.126434,-106.868950,888.464905,241.375687,0.030287,743.666626,132.792786,-126.854240,636.551575,79.199303,-188.402115,625.392761,-188.190994,-154.917953,963.105164,-424.740784,-197.759857,978.019104,-388.412964,-298.538849,808.047546,-336.593933,-332.644958,744.663696
00:53:00:1720938670,-58.699070,-171.983276,915.900757,64.704987,-116.134651,845.076355,162.855347,-17.863050,663.334045,59.060486,-120.964584,539.021118,25.843134,-150.114304,472.690308,-198.283066,-149.106949,927.183105,-417.926392,-147.702332,849.244934,-344.659790,-238.681290,693.839417,-315.330933,-319.148682,688.373718
00:53:00:1720938812,-61.535065,-169.606430,920.096863,58.412800,-108.856880,837.044617,127.773361,-22.997513,629.515259,54.704422,-80.058861,455.371643,-11.385672,-127.020912,443.739075,-205.913666,-149.031357,927.231506,-407.347839,-113.034294,802.772766,-336.324554,-201.427078,638.288452,-338.833588,-284.396667,668.075500
00:53:00:1720938941,-74.539406,-175.285187,909.837219,48.999710,-115.844467,827.406555,123.456963,-27.366533,620.042297,45.227573,-85.131660,446.105347,-20.603844,-134.502853,437.533936,-219.526230,-145.125000,916.183838,-418.447998,-87.799995,791.006958,-355.988831,-175.054443,620.103516,-349.466675,-258.179199,651.457153
00:53:00:1720939069,-88.797768,-167.469528,890.822388,33.615589,-115.159477,811.274658,111.114708,-29.808573,611.778809,36.272282,-90.569572,444.133270,-26.102982,-132.109634,415.324768,-228.383453,-137.329651,901.838196,-433.052612,-90.492348,796.794983,-385.524017,-174.777740,626.536011,-358.779266,-253.983047,648.546631
00:53:00:1720939213,-99.847633,-164.079941,869.076477,14.207050,-113.056633,778.200134,98.996674,-21.979801,585.671570,11.423975,-109.032127,438.117279,-43.249199,-165.636856,424.420227,-237.564529,-130.451569,884.476440,-453.411926,-99.409027,800.780334,-398.828949,-188.559143,636.355652,-355.261597,-262.190155,645.179382
00:53:01:1720939341,-109.202278,-159.643112,840.937256,4.570574,-107.001068,750.972839,98.503998,-15.035868,562.727234,-11.077642,-134.531982,458.569580,-59.698238,-197.798660,464.432953,-246.724930,-127.967743,862.072876,-469.022797,-104.402481,793.084290,-392.664856,-193.333542,637.061340,-350.191101,-267.810669,645.427917
00:53:01:1720939469,-118.951035,-164.967148,823.722961,1.819015,-113.775200,739.015076,88.936150,-24.132051,543.033264,-34.391716,-161.768921,480.502258,-79.386787,-214.642670,522.223877,-256.018951,-132.790146,852.765808,-477.380798,-93.273636,778.365479,-390.121368,-192.940704,631.785034,-348.138153,-268.512909,643.294128
00:53:01:1720939612,-129.924042,-167.962616,800.016724,-6.498374,-118.149696,720.342651,72.850616,-35.300358,519.406372,-57.593121,-178.368393,504.287659,-100.236549,-238.335556,537.239563,-266.327393,-134.438644,828.838257,-488.370026,-93.290276,761.130310,-399.302795,-195.017792,618.329834,-355.250488,-266.305878,640.988953
00:53:01:1720939740,-142.795822,-160.961594,770.058899,-26.900127,-111.671005,686.437622,46.751991,-31.382971,488.712006,-78.829903,-170.827744,514.921448,-117.693916,-212.630630,569.055237,-273.932770,-126.854851,807.718994,-492.122711,-73.552399,758.071350,-411.169800,-181.519989,621.664185,-372.946686,-253.702515,644.092224
00:53:01:1720939868,-145.843735,-159.367081,729.926147,-26.385017,-111.238968,657.360352,10.866456,-33.961750,453.533569,-98.318558,-173.733200,508.242188,-127.464638,-217.293289,564.731995,-280.032867,-121.002007,735.053406,-459.399170,-36.465080,628.030090,-373.494171,-169.125702,526.296753,-376.743652,-229.693176,582.911072
