TIME, NECK_x,NECK_y,NECK_z,SHOULDER_LEFT_x, SHOULDER_LEFT_y, SHOULDER_LEFT_z,ELBOW_LEFT_x, ELBOW_LEFT_y, ELBOW_LEFT_z, WRIST_LEFT_x, WRIST_LEFT_y, WRIST_LEFT_z, HAND_LEFT_x, HAND_LEFT_y, HAND_LEFT_z,SHOULDER_RIGHT_x, SHOULDER_RIGHT_y, SHOULDER_RIGHT_z,ELBOW_RIGHT_x, ELBOW_RIGHT_y, ELBOW_RIGHT_z, WRIST_RIGHTT_x, WRIST_RIGHT_y, WRIST_RIGHT_z, HAND_RIGHT_x, HAND_RIGHT_y, HAND_RIGHT_z
18:06:12:1782930641,321.729767,-147.326981,606.750366,288.632233,-87.153610,429.402161,126.374916,42.771637,242.671478,-101.532654,-12.443855,245.740982,-107.386726,-67.408699,165.586700,243.869781,-87.147156,752.058533,17.235085,47.493092,859.609680,-170.896866,-30.406467,737.383118,-265.702972,-68.228172,761.296814
18:06:12:1782930910,317.654358,-141.789642,604.328796,283.279449,-83.471802,430.432983,125.542908,45.658455,247.013336,-100.164474,0.707824,244.155350,-105.791130,-57.676300,168.721405,243.080261,-86.474373,749.713867,23.042336,41.835770,864.562683,-166.069595,-35.893112,752.682983,-264.568756,-65.140083,757.967896
18:06:12:1782931038,324.275299,-143.859543,603.995789,289.626892,-81.485497,431.101807,129.219482,57.371037,256.702087,-97.482544,15.832606,252.908737,-103.430214,-43.578724,178.120163,247.069870,-90.367714,749.032471,24.706259,36.791019,861.695618,-167.341370,-36.205105,750.895508,-265.856537,-65.714912,757.339294
18:06:12:1782931165,317.141663,-149.336807,606.517639,283.939209,-83.944382,433.797363,128.221970,65.074501,262.051147,-100.593864,31.331696,259.269714,-108.430176,-29.997656,185.789246,250.007629,-96.294136,756.972046,32.359497,33.805817,877.618286,-160.119583,-39.154896,765.838684,-260.134033,-64.846527,760.505615
18:06:12:1782931310,316.329254,-150.091721,606.469177,282.826294,-84.626190,433.773743,127.563805,66.265160,263.175537,-101.593613,34.550838,261.382904,-110.265305,-26.749374,187.949554,249.613571,-96.943710,757.051331,32.551319,33.439495,878.561096,-160.273300,-38.869514,766.865845,-260.324738,-64.482407,761.489441
18:06:13:1782931439,316.183319,-150.702591,605.834290,282.412506,-84.873672,433.259491,127.641785,68.149254,264.031738,-101.816910,38.300903,263.143341,-111.233826,-22.992146,189.771301,250.013855,-97.756683,756.704346,33.617271,32.635063,879.511841,-159.664795,-38.993420,768.073181,-259.777161,-64.439026,762.648621
18:06:13:1782931566,323.758026,-153.425339,605.387573,289.059509,-84.161171,434.571655,127.250923,66.533752,268.570831,-103.498024,44.198204,278.985779,-116.293091,-11.462610,201.394104,253.874603,-102.982437,755.877991,35.727486,26.885845,877.997742,-157.672592,-29.505823,756.998291,-255.450485,-62.797180,766.610413
18:06:13:1782931709,322.418213,-154.048645,606.089111,288.594879,-83.637367,436.380219,124.748245,68.137474,274.531433,-105.047256,48.351784,294.373352,-119.269608,-2.991408,214.380447,254.445724,-103.017616,756.645813,36.397545,27.649879,876.492004,-155.725250,-21.495382,751.471619,-251.109131,-58.301487,767.479004
18:06:13:1782931839,317.876984,-161.049179,615.493225,294.841644,-89.583092,454.559967,144.159454,58.596588,300.187286,-75.164841,46.628925,301.904785,-109.024750,0.816435,230.692184,257.454895,-112.575325,760.704773,51.493286,13.271273,874.070679,-139.443207,-24.838236,766.509033,-232.735245,-55.316486,769.546936
18:06:13:1782931966,317.879913,-163.063324,614.274597,293.915802,-89.044136,454.766266,147.110260,66.395607,304.349915,-71.828514,55.358776,313.530548,-96.362213,10.299005,238.261398,260.088348,-113.920448,760.319763,60.943855,16.538979,879.778992,-130.441330,-20.225962,773.069824,-223.606277,-50.856579,771.716003
