TIME, NECK_x,NECK_y,NECK_z,SHOULDER_LEFT_x, SHOULDER_LEFT_y, SHOULDER_LEFT_z,ELBOW_LEFT_x, ELBOW_LEFT_y, ELBOW_LEFT_z, WRIST_LEFT_x, WRIST_LEFT_y, WRIST_LEFT_z, HAND_LEFT_x, HAND_LEFT_y, HAND_LEFT_z,SHOULDER_RIGHT_x, SHOULDER_RIGHT_y, SHOULDER_RIGHT_z,ELBOW_RIGHT_x, ELBOW_RIGHT_y, ELBOW_RIGHT_z, WRIST_RIGHTT_x, WRIST_RIGHT_y, WRIST_RIGHT_z, HAND_RIGHT_x, HAND_RIGHT_y, HAND_RIGHT_z
14:21:41:1769459592,154.758728,-128.025940,759.691101,231.091812,-102.063484,621.349548,204.611633,-22.617981,396.142700,24.308115,-75.801163,323.135193,-35.581051,-110.287445,275.872894,33.510929,-85.545135,836.834778,-187.278778,20.115465,841.704712,-323.148499,-17.030235,693.841125,-378.934448,-38.671799,626.415955
14:21:41:1769459822,179.215576,-139.731812,779.388367,264.308319,-108.691811,642.335815,243.406326,-28.719530,411.247559,62.953964,-84.297760,328.910828,-14.862180,-94.932861,295.069458,48.727646,-95.514343,847.144043,-172.721085,20.260052,856.717773,-325.968048,-6.563613,717.763672,-399.125702,-25.804127,665.259033
14:21:41:1769459982,181.478622,-156.541763,769.401245,271.708374,-169.555664,639.888184,377.593719,-0.127941,504.243744,203.443085,9.982075,401.044800,143.418091,64.193939,377.829132,52.721485,-95.449478,818.342102,-167.567383,10.599792,846.103455,-323.200287,-10.265698,713.927979,-393.592773,-38.001297,664.081177
14:21:41:1769460107,178.415924,-157.963547,766.127197,241.212631,-163.789169,619.843811,376.958008,1.185745,513.227112,236.954163,88.639984,399.599548,154.272919,88.822372,390.322083,54.704613,-92.894493,818.388428,-162.983658,12.111388,846.206055,-320.280304,-12.363585,720.339172,-390.619232,-40.759621,672.681030
14:21:41:1769460237,175.973465,-155.169815,763.109863,239.064026,-154.564362,616.721375,344.467773,-1.978025,468.294983,196.906662,62.221924,350.606415,115.265335,73.708267,357.933533,53.213997,-90.486198,815.792847,-163.295227,13.650961,845.071838,-320.034149,-10.352033,720.108154,-389.744263,-38.561867,672.283813
14:21:42:1769460380,175.775818,-155.025223,763.048279,238.648849,-154.413147,616.588684,341.426208,-2.948105,465.272522,192.534073,58.834133,348.031525,110.922386,70.043938,355.917633,53.079182,-90.300438,815.744385,-163.343674,13.889215,845.094421,-320.110077,-10.052171,720.215576,-389.847290,-38.230145,672.443542
14:21:42:1769460507,173.113907,-152.473068,755.996155,241.588730,-154.905823,616.697937,374.718597,3.260896,509.655548,235.431641,71.834000,391.011902,154.317245,70.987289,390.264679,52.516468,-89.185997,807.842834,-159.177963,10.545887,846.669800,-310.759125,-9.024659,721.002258,-380.409882,-36.598488,676.082642
14:21:42:1769460638,172.535721,-151.316650,757.052063,255.731110,-154.301605,629.209900,375.420258,1.737162,509.554321,242.030304,49.176155,378.079590,163.423889,63.129112,385.862366,51.497967,-90.171341,806.245056,-156.503677,10.887056,845.457092,-311.686005,-11.583766,728.437866,-384.367798,-37.656261,689.747375
14:21:42:1769460780,171.846268,-153.152374,754.819153,252.144455,-157.909775,625.439880,374.932434,-1.797169,509.255951,241.165512,51.814655,380.687164,162.163834,64.003212,386.933777,51.485928,-91.372025,804.692993,-155.957611,10.266170,844.767273,-311.627319,-11.822849,728.461487,-383.821075,-37.440495,688.650269
14:21:42:1769460907,172.642548,-152.385666,753.363586,252.897568,-152.241135,623.137573,361.838623,-8.147150,480.849670,221.185852,29.917263,354.293152,144.171509,47.962822,367.081299,52.193886,-91.242783,803.503784,-155.410950,9.463832,844.187439,-310.991882,-12.523847,727.960083,-383.030762,-37.791275,687.769592
14:21:42:1769461037,172.649536,-152.391068,753.358521,252.901550,-152.255386,623.131653,361.803955,-8.222312,480.750031,221.119949,29.775869,354.206360,144.107178,47.824070,367.003479,52.199722,-91.250381,803.501221,-155.407822,9.452187,844.190125,-310.991699,-12.535969,727.964661,-383.032013,-37.803596,687.775513
14:21:42:1769461179,172.650101,-152.390991,753.358398,252.901947,-152.254959,623.131287,361.801361,-8.223727,480.745483,221.115433,29.770952,354.202881,144.102631,47.818783,367.000580,52.200199,-91.250534,803.501099,-155.407501,9.451657,844.190186,-310.991455,-12.536705,727.964905,-383.031769,-37.804447,687.775818
14:21:42:1769461308,172.650681,-152.390854,753.358276,252.902512,-152.254227,623.131165,361.800140,-8.223295,480.743774,221.113251,29.769444,354.201630,144.100433,47.816833,366.999634,52.200726,-91.250580,803.501038,-155.407074,9.451270,844.190125,-310.991028,-12.537327,727.964905,-383.031250,-37.805161,687.775818
14:21:43:1769461437,174.494965,-147.982285,755.779419,281.609222,-132.221237,647.537415,372.171692,-16.425409,469.868500,227.049728,-30.973696,342.638367,169.685760,22.409416,360.424805,51.857784,-89.334770,804.484009,-157.887695,8.487635,845.044739,-312.805115,-13.046272,726.931091,-382.528015,-38.084461,682.240234
14:21:43:1769461579,174.608002,-145.944946,755.925293,283.015961,-125.727402,648.358643,369.860199,-27.853161,457.681000,218.563431,-49.222008,337.991669,176.621628,16.632650,357.930389,50.264233,-90.399818,804.501892,-159.057938,7.831499,849.853516,-312.785126,-12.693141,729.108398,-383.009796,-37.308949,684.491638
14:21:43:1769461707,174.610809,-145.945023,755.923706,283.017914,-125.726135,648.356201,369.856567,-27.861095,457.671143,218.557114,-49.240032,337.986847,176.614319,16.614887,357.922791,50.266788,-90.401039,804.501160,-159.056213,7.828116,849.854492,-312.784393,-12.697281,729.110596,-383.011200,-37.313717,684.497559
14:21:43:1769461835,174.499161,-145.480423,754.722534,283.651825,-124.113876,647.507385,370.752563,-30.295700,453.929413,219.747635,-54.965801,333.386780,175.913010,9.961661,353.456299,49.906872,-91.561508,805.624756,-159.370605,9.036049,850.359070,-309.939880,-12.580522,724.780762,-384.304108,-37.381416,686.877197
14:21:43:1769461980,174.919189,-144.924408,754.892944,284.875488,-123.037590,648.398132,372.611481,-30.676790,454.085083,221.600800,-57.712360,333.692169,178.338837,8.271560,351.844849,49.963951,-91.287201,805.626831,-159.775085,9.011798,850.318604,-309.706146,-12.239147,723.560608,-383.386719,-37.149193,684.190063
14:21:43:1769462107,175.023605,-144.832199,754.927490,284.740601,-122.687431,648.148560,371.914642,-30.219793,453.619598,220.706253,-57.393131,333.490326,177.431152,8.571908,351.698212,50.041340,-91.305550,805.706604,-159.845978,8.666456,850.497375,-309.737915,-12.864014,723.724854,-383.025116,-38.270847,683.930176
14:21:43:1769462236,175.016647,-144.828323,754.934021,284.727051,-122.688477,648.146118,371.890015,-30.231558,453.606659,220.672241,-57.402531,333.488068,177.401520,8.565560,351.695953,50.037472,-91.298271,805.717346,-159.844742,8.679062,850.522522,-309.751556,-12.840871,723.765259,-383.050568,-38.240284,683.987244
14:21:44:1769462380,173.292511,-142.171478,754.302124,283.116272,-120.288933,648.605774,370.236176,-31.448133,453.182861,218.965851,-56.807251,333.669952,177.053757,9.862263,351.433411,48.422096,-89.967049,805.211975,-161.219620,8.627556,850.513184,-311.811401,-12.103399,725.354187,-383.773163,-37.498066,683.737610
14:21:44:1769462509,173.003342,-137.844315,751.709961,280.410889,-110.531235,642.843872,358.316956,-21.102346,441.857269,206.388092,-47.458099,321.074402,162.624207,18.565115,339.474213,49.636276,-88.506165,810.505310,-163.244781,8.314676,853.518250,-309.180573,-11.753162,720.691284,-384.632599,-36.315086,683.674988
14:21:44:1769462635,171.618973,-134.491501,747.893433,287.661377,-105.315895,649.541565,364.781769,-16.896732,447.155548,213.833221,-46.521427,325.140137,164.798874,16.513386,341.482758,49.641640,-86.687340,810.503784,-164.127029,9.148232,854.485474,-309.986908,-11.938890,721.019165,-385.149811,-36.095970,682.671875
14:21:44:1769462780,171.843384,-135.583344,747.433044,289.766388,-105.239487,650.553528,373.396606,-13.239235,451.198181,222.148926,-43.804703,328.416534,166.596649,14.550299,342.947601,48.970974,-87.707794,809.644043,-164.110367,10.586731,857.010376,-307.516266,-10.568949,719.666504,-383.390594,-35.450104,682.324707
14:21:44:1769462907,173.345856,-134.669388,747.928284,292.744293,-102.231956,652.088257,377.720398,-9.034760,452.279144,229.888870,-41.060440,324.024445,168.531097,11.385474,340.261047,49.223961,-88.093460,810.495178,-165.275757,11.324785,855.978394,-312.324768,-11.113374,721.055359,-385.688904,-35.722233,677.798584
14:21:44:1769463036,173.325226,-134.675079,747.915466,292.728607,-102.222054,652.082886,377.739655,-8.991599,452.303192,229.950867,-40.980942,323.989258,168.588882,11.463128,340.217133,49.202778,-88.098335,810.481445,-165.297989,11.319287,855.965088,-312.348724,-11.109691,721.041565,-385.717407,-35.714157,677.789307
14:21:44:1769463179,175.184784,-136.128967,746.305176,294.588257,-100.006287,650.780273,385.273468,-1.866884,455.696106,240.212067,-33.953308,324.109985,170.943588,8.154861,338.867645,49.759380,-89.114769,806.932068,-163.248993,11.367567,857.719055,-308.583130,-10.577841,720.652954,-382.550903,-35.074741,678.234192
14:21:44:1769463307,176.003967,-137.552963,746.669556,295.346100,-100.241158,649.750488,388.345642,2.370820,456.516632,245.068573,-27.735071,320.949615,171.320557,7.556064,334.297668,49.611225,-90.163628,807.125122,-164.685257,11.087142,857.139587,-310.338196,-9.521158,718.619019,-383.768524,-34.304379,674.465332
14:21:45:1769463436,175.165970,-137.075348,745.591064,294.452667,-99.509178,648.863464,388.825287,4.692510,457.413086,247.799942,-23.354881,319.326813,172.460251,8.749196,331.306824,49.118431,-89.753929,806.375488,-164.897552,11.016369,857.511169,-311.124695,-9.393813,719.829590,-383.956726,-33.846020,674.671265
14:21:45:1769463581,175.165970,-137.075348,745.591064,294.452667,-99.509178,648.863464,388.825287,4.692510,457.413086,247.799942,-23.354881,319.326813,172.460251,8.749196,331.306824,49.118431,-89.753929,806.375488,-164.897552,11.016369,857.511169,-311.124695,-9.393813,719.829590,-383.956726,-33.846020,674.671265
14:21:45:1769463707,179.629929,-146.296783,753.538513,300.682953,-123.333015,655.212524,404.073700,-31.190798,462.546509,255.833679,-46.339863,330.427826,188.668076,1.518264,336.291901,51.059021,-91.012711,801.713379,-163.302536,9.611450,850.440735,-316.391357,-6.786317,720.189819,-383.687988,-36.733322,670.194763
14:21:45:1769463836,179.231155,-145.194473,755.490967,303.726379,-114.603615,656.605591,408.785645,-19.110233,459.240784,262.635315,-46.101425,319.417847,193.125290,0.704162,331.855835,48.449173,-92.773956,810.134338,-173.143707,9.950697,851.501648,-312.651978,-13.755796,700.918823,-371.393433,-41.000828,636.671204
14:21:45:1769463980,176.854156,-142.578003,755.026794,300.281097,-111.773415,654.689087,398.272888,-14.288441,454.545685,255.491440,-45.308372,311.969513,188.742218,5.379465,324.575897,50.258278,-89.124802,817.144531,-177.020752,8.743100,830.890198,-282.980957,-32.575199,658.252380,-335.536316,-17.413643,585.202820
14:21:45:1769464107,174.345978,-139.913010,753.198792,298.112457,-110.743660,655.533936,385.093140,-16.146816,451.930573,246.524521,-47.919819,308.318359,185.793839,8.546532,321.043365,46.134747,-86.696472,808.795715,-180.866592,2.767622,783.316223,-265.739807,-38.061714,601.642944,-293.781982,-33.072250,515.918030
14:21:45:1769464237,179.619919,-142.517212,754.942993,298.378693,-111.156654,653.344421,372.027893,-12.735121,449.976105,241.311050,-36.605968,301.239075,177.037872,14.131579,313.538055,52.194252,-86.950638,805.635559,-169.417542,-1.768678,758.108765,-259.349945,-37.572105,580.842834,-298.717834,-36.568005,500.854065
14:21:46:1769464380,183.224258,-151.950562,762.913208,298.780914,-140.695343,652.523560,367.591095,-54.302216,437.331451,225.299225,-63.005058,292.792969,182.750244,7.822651,309.433533,54.189762,-91.170807,811.743286,-163.617188,6.510064,750.428467,-253.222672,-19.964025,567.305237,-302.216339,-33.648048,492.151459
14:21:46:1769464507,184.596039,-152.451538,768.551575,302.865906,-145.976532,661.010498,372.893799,-69.522964,441.704681,226.575546,-85.296661,301.012817,188.026886,-10.878905,312.008514,55.378513,-90.544113,816.770508,-162.807617,7.266782,754.164551,-253.473404,-21.172583,571.191650,-301.770844,-34.627178,495.233734
